,CUIs,concepts,tw_phrases
36826,C0426596,Fluid intake increased,Fluid intake increased
36827,C0231530,Muscle twitch,Muscle twitch
36828,C0151942,Arterial thrombosis,Arterial thrombosis
36829,C0558401,Skin laceration,Skin laceration
36830,C0002878,"Anemia, Hemolytic","Anemia, Hemolytic"
36831,C2609096,Genital hypoaesthesia,Genital hypoaesthesia
36832,C0003873,Rheumatoid Arthritis,Rheumatoid Arthritis
36833,C0003872,"Arthritis, Psoriatic","Arthritis, Psoriatic"
36834,C0700184,Throat irritation,Throat irritation
36835,C0002871,Anemia,Anemia
36836,C0002874,Aplastic Anemia,Aplastic Anemia
36837,C0856695,Acute exacerbation of chronic bronchitis,Acute exacerbation of chronic bronchitis
36838,C0426732,Prostatomegaly,Prostatomegaly
36839,C1384606,Dyspareunia,Dyspareunia
36840,C3495559,Juvenile arthritis,Juvenile arthritis
36841,C0151838,Circumoral paresthesia,Circumoral paresthesia
36842,C0009768,Bacterial conjunctivitis,Bacterial conjunctivitis
36843,C0009766,Allergic Conjunctivitis,Allergic Conjunctivitis
36844,C0009763,Conjunctivitis,Conjunctivitis
36845,C0151836,Paranoid reaction,Paranoid reaction
36846,C0700361,Emotional distress,Emotional distress
36847,C0013295,Duodenal Ulcer,Duodenal Ulcer
36848,C0017979,Glycosuria,Glycosuria
36849,C1274594,Lichenoid keratosis,Lichenoid keratosis
36850,C0151544,Gastrointestinal carcinoma,Gastrointestinal carcinoma
36851,C0151547,Cataract specified,Cataract specified
36852,C0151611,Electroencephalogram abnormal,Electroencephalogram abnormal
36853,C0151610,Tongue oedema,Tongue oedema
36854,C0151613,Electrolyte abnormality,Electrolyte abnormality
36855,C0701836,Thermal burn,Thermal burn
36856,C0919715,Lupus-like syndrome,Lupus-like syndrome
36857,C0016512,Foot pain,Foot pain
36858,C0017574,Gingivitis,Gingivitis
36859,C0011630,Dermatomycoses,Dermatomycoses
36860,C0011633,Dermatomyositis,Dermatomyositis
36861,C0085595,Body odor,Body odor
36862,C0085593,Chills,Chills
36863,C0006118,Brain Neoplasms,Brain Neoplasms
36864,C0028081,Night sweats,Night sweats
36865,C0006114,Cerebral Edema,Cerebral Edema
36866,C0028084,Nightmares,Nightmares
36867,C1455705,Pulmonary Histiocytosis X,Pulmonary Histiocytosis X
36868,C0235437,Gravitational oedema,Gravitational oedema
36869,C0494475,Tonic - clonic seizures,Tonic - clonic seizures
36870,C0235431,Blood creatinine increased,Blood creatinine increased
36871,C0151726,Injection site hypersensitivity,Injection site hypersensitivity
36872,C0026858,Musculoskeletal Pain,Musculoskeletal Pain
36873,C0235439,Ankle edema (finding),Ankle edema (finding)
36874,C0006370,Bulimia,Bulimia
36875,C0085628,Stupor,Stupor
36876,C0023798,Lipoma,Lipoma
36877,C0085623,Akinesia,Akinesia
36878,C0851578,Sleep Disorders,Sleep Disorders
36879,C0016199,Flank Pain,Flank Pain
36880,C0008677,"Bronchitis, Chronic","Bronchitis, Chronic"
36881,C0221100,Hangover from any Alcohol or Other Drugs substance,Hangover from any Alcohol or Other Drugs substance
36882,C0020443,Hypercholesterolemia,Hypercholesterolemia
36883,C0013928,Fat embolism (disorder),Fat embolism (disorder)
36884,C0023646,Lichen Planus,Lichen Planus
36885,C0013922,Embolism,Embolism
36886,C0040822,Tremor,Tremor
36887,C1761613,Conjunctival hyperemia,Conjunctival hyperemia
36888,C1112442,Female sexual dysfunction,Female sexual dysfunction
36889,C1112443,Male sexual dysfunction,Male sexual dysfunction
36890,C0010346,Crohn Disease,Crohn Disease
36891,C0740447,Diabetic peripheral neuropathy,Diabetic peripheral neuropathy
36892,C0038826,Superinfection,Superinfection
36893,C0423729,Painful respiration,Painful respiration
36894,C0007971,Cheilitis,Cheilitis
36895,C1268766,Blood pressure alteration (finding),Blood pressure alteration (finding)
36896,C0427086,Involuntary Movements,Involuntary Movements
36897,C0242073,Pulmonary congestion,Pulmonary congestion
36898,C2364164,Actual Impaired Fluid Volume,Actual Impaired Fluid Volume
36899,C0854100,Nitrogen balance negative,Nitrogen balance negative
36900,C0029118,Opportunistic Infections,Opportunistic Infections
36901,C0221742,Serum sickness-like reaction,Serum sickness-like reaction
36902,C0155626,Acute myocardial infarction,Acute myocardial infarction
36903,C1167686,Nail toxicity,Nail toxicity
36904,C0233471,Flat affect,Flat affect
36905,C0233472,Affect lability,Affect lability
36906,C0860160,Diabetes mellitus inadequate control,Diabetes mellitus inadequate control
36907,C0581912,Sensation of heaviness,Sensation of heaviness
36908,C0233477,Dysphoria,Dysphoria
36909,C0233479,Elevated mood,Elevated mood
36910,C0151699,Intracranial Hemorrhages,Intracranial Hemorrhages
36911,C0041981,Uric acid level increased,Uric acid level increased
36912,C0030252,Palpitations,Palpitations
36913,C0149526,Allergic urticaria,Allergic urticaria
36914,C0333472,Epidermolysis,Epidermolysis
36915,C0426576,Gastrointestinal symptom,Gastrointestinal symptom
36916,C0149523,Acute cystitis,Acute cystitis
36917,C0011168,Deglutition Disorders,Deglutition Disorders
36918,C0041976,Urethritis,Urethritis
36919,C0018798,Congenital Heart Defects,Congenital Heart Defects
36920,C0278080,Dependence physiological,Dependence physiological
36921,C0232288,Chest pain exertional,Chest pain exertional
36922,C0423232,Corneal epithelial staining pattern,Corneal epithelial staining pattern
36923,C0423234,Punctate epithelial erosion,Punctate epithelial erosion
36924,C0027813,Neuritis,Neuritis
36925,C0474381,Chromatopsia,Chromatopsia
36926,C0001339,Pancreatitis acute,Pancreatitis acute
36927,C0920289,Sluggishness,Sluggishness
36928,C0877322,Muscle tightness,Muscle tightness
36929,C0019521,Hiccup,Hiccup
36930,C0454643,Word finding difficulty (disorder),Word finding difficulty (disorder)
36931,C0024141,"Lupus Erythematosus, Systemic","Lupus Erythematosus, Systemic"
36932,C2242621,Erection prolonged,Erection prolonged
36933,C0589616,Genitourinary chlamydia infection,Genitourinary chlamydia infection
36934,C0152002,Renal vasculitis,Renal vasculitis
36935,C0001807,Aggressive behavior,Aggressive behavior
36936,C0553548,Necrotizing Arteritis,Necrotizing Arteritis
36937,C0541936,Enteritis ulcerative,Enteritis ulcerative
36938,C0239819,Edema hands,Edema hands
36939,C0853149,Blood lactate dehydrogenase increased,Blood lactate dehydrogenase increased
36940,C0239816,Hand dermatitis,Hand dermatitis
36941,C0522063,Impaired gastric emptying,Impaired gastric emptying
36942,C0035412,Rhabdomyosarcoma,Rhabdomyosarcoma
36943,C0004690,Balanitis,Balanitis
36944,C0262385,Autonomic nervous system imbalance,Autonomic nervous system imbalance
36945,C0442874,Neuropathy,Neuropathy
36946,C0005587,"Depression, Bipolar","Depression, Bipolar"
36947,C0005586,Bipolar Disorder,Bipolar Disorder
36948,C0162566,Porphyria Cutanea Tarda,Porphyria Cutanea Tarda
36949,C0042401,Vasodilation,Vasodilation
36950,C0033075,Presbyopia,Presbyopia
36951,C0877430,Asthma chronic,Asthma chronic
36952,C0853034,Blood creatine phosphokinase increased,Blood creatine phosphokinase increased
36953,C0425481,Respiratory sighs,Respiratory sighs
36954,C0747256,Parasitic infection,Parasitic infection
36955,C0014866,Esophageal Stenosis,Esophageal Stenosis
36956,C0234909,Nail changes,Nail changes
36957,C0014863,Esophageal spasm,Esophageal spasm
36958,C0014868,Esophagitis,Esophagitis
36959,C0014869,Peptic Esophagitis,Peptic Esophagitis
36960,C0232459,Abnormal digestive tract function,Abnormal digestive tract function
36961,C0863129,AGEP,AGEP
36962,C0549386,Sensation of warmth,Sensation of warmth
36963,C0549385,Feeling of body temperature change,Feeling of body temperature change
36964,C0085635,Photopsia,Photopsia
36965,C3536794,Sad mood,Sad mood
36966,C0043049,Water Intoxication,Water Intoxication
36967,C0877055,Acute Generalized Exanthematous Pustulosis,Acute Generalized Exanthematous Pustulosis
36968,C0017160,Gastroenteritis,Gastroenteritis
36969,C0227791,Vaginal Discharge,Vaginal Discharge
36970,C0458631,Performance anxiety,Performance anxiety
36971,C0017168,Gastroesophageal reflux disease,Gastroesophageal reflux disease
36972,C0014488,Epicondylitis,Epicondylitis
36973,C0853760,Blood potassium increased,Blood potassium increased
36974,C0235567,Excessive bronchial secretion,Excessive bronchial secretion
36975,C0086692,Benign Neoplasm,Benign Neoplasm
36976,C0340464,Premature Cardiac Complex,Premature Cardiac Complex
36977,C0027497,Nausea,Nausea
36978,C0013595,Eczema,Eczema
36979,C0232981,Arrest of spermatogenesis,Arrest of spermatogenesis
36980,C0022658,Kidney Diseases,Kidney Diseases
36981,C0043167,Pertussis,Pertussis
36982,C0022650,Kidney Calculi,Kidney Calculi
36983,C0029927,Ovarian Cysts,Ovarian Cysts
36984,C0151998,Uterine spasm,Uterine spasm
36985,C0151996,Uterine fibroids enlarged,Uterine fibroids enlarged
36986,C0020578,Hyperventilation,Hyperventilation
36987,C0852361,Skin hemorrhages,Skin hemorrhages
36988,C0017658,Glomerulonephritis,Glomerulonephritis
36989,C0238033,Carcinoma of Male Breast,Carcinoma of Male Breast
36990,C0086769,Panic Attacks,Panic Attacks
36991,C0151849,Alkaline phosphatase raised,Alkaline phosphatase raised
36992,C0743680,Eye oedema,Eye oedema
36993,C0151538,Buccoglossal syndrome,Buccoglossal syndrome
36994,C0151539,Blood urea increased,Blood urea increased
36995,C0086565,Liver Dysfunction,Liver Dysfunction
36996,C2609445,Infusion site reactions (HT),Infusion site reactions (HT)
36997,C0151664,Gastrointestinal perforation,Gastrointestinal perforation
36998,C0264893,Nodal arrhythmia,Nodal arrhythmia
36999,C0151662,Gamma-glutamyltransferase increased,Gamma-glutamyltransferase increased
37000,C0038506,Stuttering,Stuttering
37001,C0011991,Diarrhea,Diarrhea
37002,C0151669,Gamma globulins increased,Gamma globulins increased
37003,C0235198,Unable to concentrate,Unable to concentrate
37004,C0085584,Encephalopathies,Encephalopathies
37005,C0085583,Choreoathetosis,Choreoathetosis
37006,C0085580,Essential Hypertension,Essential Hypertension
37007,C0235195,Sedated state,Sedated state
37008,C0235194,Tranquillisation excessive,Tranquillisation excessive
37009,C0235196,Suicidal tendency,Suicidal tendency
37010,C0026848,Myopathy,Myopathy
37011,C0026846,Muscular Atrophy,Muscular Atrophy
37012,C0016167,Anal Fissure,Anal Fissure
37013,C0031117,Peripheral Neuropathy,Peripheral Neuropathy
37014,C0035410,Rhabdomyolysis,Rhabdomyolysis
37015,C0700225,Serum creatinine increased,Serum creatinine increased
37016,C0549634,Lipids abnormal,Lipids abnormal
37017,C0009806,Constipation,Constipation
37018,C0085637,Oculogyric crisis,Oculogyric crisis
37019,C0085636,Photophobia,Photophobia
37020,C0085631,Agitation,Agitation
37021,C0016436,Folliculitis,Folliculitis
37022,C0085633,Mood swings,Mood swings
37023,C0085632,Indifferent mood,Indifferent mood
37024,C1096444,Altered visual depth perception,Altered visual depth perception
37025,C0038436,Post-Traumatic Stress Disorder,Post-Traumatic Stress Disorder
37026,C0038435,Stress,Stress
37027,C0553731,PRL increased,PRL increased
37028,C0020473,Hyperlipidemia,Hyperlipidemia
37029,C0425945,Prolonged menses,Prolonged menses
37030,C0694563,Excessive daytime somnolence,Excessive daytime somnolence
37031,C2242996,Has tingling sensation,Has tingling sensation
37032,C0009938,Contusions,Contusions
37033,C1261981,Urticaria localised,Urticaria localised
37034,C0009241,Cognition Disorders,Cognition Disorders
37035,C0497327,Dementia,Dementia
37036,C0595885,Serum potassium decreased,Serum potassium decreased
37037,C0595883,Blood glucose decreased,Blood glucose decreased
37038,C0011570,Mental Depression,Mental Depression
37039,C0392025,Enlargement abdomen,Enlargement abdomen
37040,C0024205,Lymphadenitis,Lymphadenitis
37041,C0267940,Pancreatitis haemorrhagic,Pancreatitis haemorrhagic
37042,C0007097,Carcinoma,Carcinoma
37043,C0476280,Musculoskeletal chest pain,Musculoskeletal chest pain
37044,C0476281,Non-cardiac chest pain,Non-cardiac chest pain
37045,C0332563,Papule,Papule
37046,C1112214,Vulvovaginal pruritus,Vulvovaginal pruritus
37047,C0233469,Blunted affect,Blunted affect
37048,C2364082,Hyposmia,Hyposmia
37049,C0000786,Spontaneous abortion,Spontaneous abortion
37050,C0239978,Frequent bowel movements,Frequent bowel movements
37051,C2748060,Hypopnea syndrome,Hypopnea syndrome
37052,C0851989,Bone and joint infections,Bone and joint infections
37053,C0427546,Atypical lymphocyte observed,Atypical lymphocyte observed
37054,C0549418,Urine flow decreased,Urine flow decreased
37055,C0424166,Social fear,Social fear
37056,C0750857,Alkaline phosphatase serum increased,Alkaline phosphatase serum increased
37057,C0001925,Albuminuria,Albuminuria
37058,C1608945,Exfoliative rash,Exfoliative rash
37059,C0010481,Cushing Syndrome,Cushing Syndrome
37060,C0267834,Hepatic cyst,Hepatic cyst
37061,C0011175,Dehydration,Dehydration
37062,C0007780,Cerebral Embolism,Cerebral Embolism
37063,C0007787,Transient Ischemic Attack,Transient Ischemic Attack
37064,C0020877,Ileitis,Ileitis
37065,C0007785,Cerebral Infarction,Cerebral Infarction
37066,C0040580,Tracheal Diseases,Tracheal Diseases
37067,C0040584,Tracheitis,Tracheitis
37068,C0240802,Pregnancy test positive,Pregnancy test positive
37069,C0020651,"Hypotension, Orthostatic","Hypotension, Orthostatic"
37070,C0580413,Prothrombin time shortened,Prothrombin time shortened
37071,C0206160,Reticulocytosis,Reticulocytosis
37072,C0580417,International normalised ratio abnormal,International normalised ratio abnormal
37073,C0026205,Miosis disorder,Miosis disorder
37074,C0162285,Edema of eyelid,Edema of eyelid
37075,C1720798,Radiation Recall Dermatitis,Radiation Recall Dermatitis
37076,C0162281,Corneal deposits,Corneal deposits
37077,C0001818,Agoraphobia,Agoraphobia
37078,C0085649,Peripheral edema,Peripheral edema
37079,C0338656,Impaired cognition,Impaired cognition
37080,C0549567,Pigmentation Disorders,Pigmentation Disorders
37081,C2711227,Steatohepatitis,Steatohepatitis
37082,C0748023,Bacterial prostatitis,Bacterial prostatitis
37083,C0221269,Pseudolymphoma,Pseudolymphoma
37084,C0036830,Serum Sickness,Serum Sickness
37085,C0541947,Excitation cerebral,Excitation cerebral
37086,C1611157,Hepatic infiltration eosinophilic,Hepatic infiltration eosinophilic
37087,C0008325,Cholecystitis,Cholecystitis
37088,C0005138,Berylliosis,Berylliosis
37089,C0429029,Electrocardiogram ST segment,Electrocardiogram ST segment
37090,C0586553,Thyrotropin high,Thyrotropin high
37091,C0262397,Breast tenderness,Breast tenderness
37092,C0085932,"Skin Diseases, Bullous","Skin Diseases, Bullous"
37093,C0235996,Hepatic enzyme increased,Hepatic enzyme increased
37094,C0262662,Ventricular bigeminy,Ventricular bigeminy
37095,C0853026,Porphyria non-acute,Porphyria non-acute
37096,C0027796,Neuralgia,Neuralgia
37097,C0033246,Proctitis,Proctitis
37098,C0162820,"Dermatitis, Allergic Contact","Dermatitis, Allergic Contact"
37099,C0008031,Chest Pain,Chest Pain
37100,C0008035,Chest wall pain,Chest wall pain
37101,C0239150,Creatinine low,Creatinine low
37102,C0549399,Low density lipoprotein increased,Low density lipoprotein increased
37103,C0549397,Nasal septum deviation,Nasal septum deviation
37104,C0549391,Bladder discomfort,Bladder discomfort
37105,C0549393,Alcohol problem,Alcohol problem
37106,C0153567,Uterine Cancer,Uterine Cancer
37107,C0877048,Oral fungal infection,Oral fungal infection
37108,C0025209,Melanosis,Melanosis
37109,C0524662,Opiate Addiction,Opiate Addiction
37110,C0038395,Streptococcal Infections,Streptococcal Infections
37111,C0025202,Melanoma,Melanoma
37112,C0005959,Marrow hyperplasia,Marrow hyperplasia
37113,C0032827,Potassium Deficiency,Potassium Deficiency
37114,C0028643,Numbness,Numbness
37115,C0032285,Pneumonia,Pneumonia
37116,C0275524,Coinfection,Coinfection
37117,C0002418,Amblyopia,Amblyopia
37118,C0948525,Musculoskeletal stiffness,Musculoskeletal stiffness
37119,C0018378,Guillain-Barre Syndrome,Guillain-Barre Syndrome
37120,C0018379,Guilt,Guilt
37121,C0040261,Onychomycosis,Onychomycosis
37122,C0268732,Nephritic syndrome,Nephritic syndrome
37123,C1332166,Adenocarcinoma of the gastroesophageal junction,Adenocarcinoma of the gastroesophageal junction
37124,C0852192,Asthenic conditions,Asthenic conditions
37125,C0271412,Ear haemorrhage,Ear haemorrhage
37126,C1739422,Opioid naive,Opioid naive
37127,C1457883,Aggressive reaction,Aggressive reaction
37128,C0151854,Abnormal platelets,Abnormal platelets
37129,C0017178,Gastrointestinal Diseases,Gastrointestinal Diseases
37130,C0151529,Bleeding time prolonged,Bleeding time prolonged
37131,C0849918,Eyelids pruritus,Eyelids pruritus
37132,C0151526,Premature Birth,Premature Birth
37133,C0151521,Overgrowth bacterial,Overgrowth bacterial
37134,C0011616,Contact Dermatitis,Contact Dermatitis
37135,C0151671,Glucose tolerance decreased,Glucose tolerance decreased
37136,C0011615,"Dermatitis, Atopic","Dermatitis, Atopic"
37137,C0035579,Rickets,Rickets
37138,C1096616,Contralateral breast cancer,Contralateral breast cancer
37139,C0018800,Cardiomegaly,Cardiomegaly
37140,C0018801,Heart failure,Heart failure
37141,C0018802,Congestive heart failure,Congestive heart failure
37142,C0023067,Laryngitis,Laryngitis
37143,C0080203,Tachyarrhythmia,Tachyarrhythmia
37144,C0860210,Granulomatous liver disease,Granulomatous liver disease
37145,C0026838,Muscle Spasticity,Muscle Spasticity
37146,C0041747,Unplanned pregnancy,Unplanned pregnancy
37147,C0026837,Muscle Rigidity,Muscle Rigidity
37148,C0392445,Necrobiosis Lipoidica Diabeticorum,Necrobiosis Lipoidica Diabeticorum
37149,C0235453,Steroid withdrawal syndrome,Steroid withdrawal syndrome
37150,C0009326,Collagen Diseases,Collagen Diseases
37151,C0009324,Ulcerative Colitis,Ulcerative Colitis
37152,C0220650,Metastatic malignant neoplasm to brain,Metastatic malignant neoplasm to brain
37153,C0235293,Taste peculiar,Taste peculiar
37154,C0235290,Taste bitter,Taste bitter
37155,C0235295,Abdominal distress,Abdominal distress
37156,C0451641,Urolithiasis,Urolithiasis
37157,C0343886,Gastrointestinal candidiasis,Gastrointestinal candidiasis
37158,C0265110,Cerebral Vasospasm,Cerebral Vasospasm
37159,C0549622,Sexual Dysfunction,Sexual Dysfunction
37160,C0339916,Viral upper respiratory tract infection,Viral upper respiratory tract infection
37161,C0031256,Petechiae,Petechiae
37162,C0032326,Pneumothorax,Pneumothorax
37163,C0020461,Hyperkalemia,Hyperkalemia
37164,C1096272,Vanishing bile duct syndrome,Vanishing bile duct syndrome
37165,C0037011,Shoulder Pain,Shoulder Pain
37166,C0003123,Anorexia,Anorexia
37167,C0003126,Anosmia,Anosmia
37168,C0026946,Mycoses,Mycoses
37169,C0023467,"Leukemia, Myelocytic, Acute","Leukemia, Myelocytic, Acute"
37170,C0026948,Mycosis Fungoides,Mycosis Fungoides
37171,C0235074,Tongue paralysis,Tongue paralysis
37172,C0220994,Hyperammonemia,Hyperammonemia
37173,C0264886,Conduction disorder of the heart,Conduction disorder of the heart
37174,C0007137,Squamous cell carcinoma,Squamous cell carcinoma
37175,C0007131,Non-Small Cell Lung Carcinoma,Non-Small Cell Lung Carcinoma
37176,C1167779,Neutropenic infection,Neutropenic infection
37177,C0242698,"Ventricular Dysfunction, Left","Ventricular Dysfunction, Left"
37178,C0235706,Back distress,Back distress
37179,C0038354,Stomach Diseases,Stomach Diseases
37180,C0016242,Vitreous floaters,Vitreous floaters
37181,C0221016,Red blood cell disorders,Red blood cell disorders
37182,C0039621,Tetany,Tetany
37183,C0392699,Dysesthesia,Dysesthesia
37184,C0031212,Personality Disorders,Personality Disorders
37185,C0278151,Facial muscle spasm,Facial muscle spasm
37186,C0027947,Neutropenia,Neutropenia
37187,C0007222,Cardiovascular Diseases,Cardiovascular Diseases
37188,C0851536,Administration site reaction,Administration site reaction
37189,C0233459,Emotional disorder,Emotional disorder
37190,C0851444,Allergic conditions,Allergic conditions
37191,C0221785,Ache wrists,Ache wrists
37192,C0239940,Glycosylated haemoglobin increased,Glycosylated haemoglobin increased
37193,C0151602,Swelling face,Swelling face
37194,C0011644,Scleroderma,Scleroderma
37195,C0162529,"Colitis, Ischemic","Colitis, Ischemic"
37196,C0272195,Eosinopenia,Eosinopenia
37197,C1956391,Temporal Arteritis,Temporal Arteritis
37198,C0159056,Abnormal chest sounds,Abnormal chest sounds
37199,C0017565,Gingival Hemorrhage,Gingival Hemorrhage
37200,C0314719,Dryness of eye,Dryness of eye
37201,C0010709,Cyst,Cyst
37202,C0008301,Choking,Choking
37203,C0233632,Disturbance in thinking,Disturbance in thinking
37204,C0233633,Thought retardation,Thought retardation
37205,C0038663,Suicide attempt,Suicide attempt
37206,C0038661,Suicide,Suicide
37207,C0023518,Leukocytosis,Leukocytosis
37208,C0002957,Anger,Anger
37209,C0020649,Hypotension,Hypotension
37210,C0870082,Hyperkeratosis,Hyperkeratosis
37211,C1443060,Feeling abnormal,Feeling abnormal
37212,C0541881,Difficulty focusing eyes,Difficulty focusing eyes
37213,C0162298,Joint stiffness,Joint stiffness
37214,C0162297,Respiratory arrest,Respiratory arrest
37215,C0034628,Radius Fractures,Radius Fractures
37216,C0236720,Hallucinogen Persisting Perception Disorder,Hallucinogen Persisting Perception Disorder
37217,C0008513,Chorioretinitis,Chorioretinitis
37218,C3251821,Catatonic reaction,Catatonic reaction
37219,C0555971,Oral infection,Oral infection
37220,C0221278,Anisocytosis,Anisocytosis
37221,C2732728,Body height decreased,Body height decreased
37222,C0014394,Enuresis,Enuresis
37223,C0152198,Accommodation disorder,Accommodation disorder
37224,C0015263,"Bronchospasm, Exercise-Induced","Bronchospasm, Exercise-Induced"
37225,C0391839,Partial pressure CO2 result,Partial pressure CO2 result
37226,C0239833,Hand pain,Hand pain
37227,C0728899,Intoxication,Intoxication
37228,C0424000,Feeling suicidal (finding),Feeling suicidal (finding)
37229,C1704321,"Nephrotic Syndrome, Minimal Change","Nephrotic Syndrome, Minimal Change"
37230,C0019348,Herpes Simplex Infections,Herpes Simplex Infections
37231,C0043117,"Purpura, Thrombocytopenic, Idiopathic","Purpura, Thrombocytopenic, Idiopathic"
37232,C0042420,Vasovagal syncope,Vasovagal syncope
37233,C0019340,Herpes,Herpes
37234,C0025320,Menopause,Menopause
37235,C0025323,Menorrhagia,Menorrhagia
37236,C0553690,Reversible ischemic neurologic deficit (R.I.N.D.) syndrome,Reversible ischemic neurologic deficit (R.I.N.D.) syndrome
37237,C0152517,Viral diarrhoea,Viral diarrhoea
37238,C0004238,Atrial Fibrillation,Atrial Fibrillation
37239,C0004239,Atrial Flutter,Atrial Flutter
37240,C0332534,Induration,Induration
37241,C0079102,Cerebral Thrombosis,Cerebral Thrombosis
37242,C0853019,Blood thyroid stimulating hormone increased,Blood thyroid stimulating hormone increased
37243,C0021359,Infertility,Infertility
37244,C0276680,Candida albicans infection,Candida albicans infection
37245,C0002064,"Alkalosis, Respiratory","Alkalosis, Respiratory"
37246,C0002063,Alkalosis,Alkalosis
37247,C0410198,Proximal myopathy,Proximal myopathy
37248,C0162830,"Dermatitis, Phototoxic","Dermatitis, Phototoxic"
37249,C0856882,Potassium increased,Potassium increased
37250,C0520806,"Sudden death, cause unknown","Sudden death, cause unknown"
37251,C0162834,Hyperpigmentation,Hyperpigmentation
37252,C0027540,Necrosis,Necrosis
37253,C0403673,Retrograde ejaculation,Retrograde ejaculation
37254,C0085819,Antibiotic-Associated Colitis,Antibiotic-Associated Colitis
37255,C0231749,Knee pain,Knee pain
37256,C0013604,Edema,Edema
37257,C0235401,Glucose tolerance abnormal,Glucose tolerance abnormal
37258,C0232431,Cold sweat,Cold sweat
37259,C1609496,Eyelid exfoliation,Eyelid exfoliation
37260,C0687133,Drug Interactions,Drug Interactions
37261,C0005944,Metabolic Bone Disorder,Metabolic Bone Disorder
37262,C0015469,Facial paralysis,Facial paralysis
37263,C0334082,"NEVUS, EPIDERMAL (disorder)","NEVUS, EPIDERMAL (disorder)"
37264,C0005940,Bone Diseases,Bone Diseases
37265,C0042514,"Tachycardia, Ventricular","Tachycardia, Ventricular"
37266,C0159877,Ankle Fractures,Ankle Fractures
37267,C0521509,Injection site induration,Injection site induration
37268,C0853908,Oropharyngeal swelling,Oropharyngeal swelling
37269,C0042510,Ventricular Fibrillation,Ventricular Fibrillation
37270,C0032290,Aspiration Pneumonia,Aspiration Pneumonia
37271,C2939147,Feels hot,Feels hot
37272,C0022073,Iridocyclitis,Iridocyclitis
37273,C0577115,Soft stool (finding),Soft stool (finding)
37274,C0014733,Erysipelas,Erysipelas
37275,C0013428,Dysuria,Dysuria
37276,C1456784,Paranoia,Paranoia
37277,C0522224,Paralysed,Paralysed
37278,C0002792,Anaphylaxis,Anaphylaxis
37279,C0087169,Withdrawal Symptoms,Withdrawal Symptoms
37280,C0043241,Wound Infection,Wound Infection
37281,C0853348,Arthropod bite,Arthropod bite
37282,C0002880,Autoimmune hemolytic anemia,Autoimmune hemolytic anemia
37283,C0232726,Rectal tenesmus,Rectal tenesmus
37284,C0002884,Hypochromic anemia,Hypochromic anemia
37285,C0002888,"Anemia, Megaloblastic","Anemia, Megaloblastic"
37286,C0151467,Addisonian crisis,Addisonian crisis
37287,C0151463,Breast abscess,Breast abscess
37288,C0232943,Menometrorrhagia,Menometrorrhagia
37289,C0878544,Cardiomyopathies,Cardiomyopathies
37290,C0022104,Irritable Bowel Syndrome,Irritable Bowel Syndrome
37291,C0007095,Carcinoid Tumor,Carcinoid Tumor
37292,C0022107,Irritable Mood,Irritable Mood
37293,C0018965,Hematuria,Hematuria
37294,C1696701,Dermatillomania,Dermatillomania
37295,C0595929,Cholesterol serum elevated,Cholesterol serum elevated
37296,C0024894,Mastitis,Mastitis
37297,C0022661,"Kidney Failure, Chronic","Kidney Failure, Chronic"
37298,C0027769,Nervousness,Nervousness
37299,C0238051,Cerebral Angiitis,Cerebral Angiitis
37300,C0231365,Alteration in patterns of urinary elimination,Alteration in patterns of urinary elimination
37301,C0027765,Nervous system disorder,Nervous system disorder
37302,C0151510,Adrenal cortex atrophy,Adrenal cortex atrophy
37303,C0151511,Atrophy of breast,Atrophy of breast
37304,C0849907,Ear pruritus,Ear pruritus
37305,C0151517,Complete atrioventricular block,Complete atrioventricular block
37306,C0151514,Atrophic condition of skin,Atrophic condition of skin
37307,C0013132,Drooling,Drooling
37308,C0086543,Cataract,Cataract
37309,C0151888,Hyporeflexia,Hyporeflexia
37310,C0151889,Hyperreflexia,Hyperreflexia
37311,C0011606,Exfoliative dermatitis,Exfoliative dermatitis
37312,C0011603,Dermatitis,Dermatitis
37313,C1306341,Mental handicap,Mental handicap
37314,C0151882,Purpuric rash,Purpuric rash
37315,C0151883,Vesiculobullous rash,Vesiculobullous rash
37316,C0011609,Drug Eruptions,Drug Eruptions
37317,C3203358,Hypoventilation,Hypoventilation
37318,C0544618,Orthostatic hypertension,Orthostatic hypertension
37319,C0346647,Malignant neoplasm of pancreas,Malignant neoplasm of pancreas
37320,C0877854,Cerebral Arteriosclerosis,Cerebral Arteriosclerosis
37321,C0018813,Myocardial rupture,Myocardial rupture
37322,C0006142,Malignant neoplasm of breast,Malignant neoplasm of breast
37323,C0860207,Drug-Induced Liver Injury,Drug-Induced Liver Injury
37324,C0009319,Colitis,Colitis
37325,C0006147,Breast Feeding,Breast Feeding
37326,C0006145,Breast Diseases,Breast Diseases
37327,C0026827,Muscle hypotonia,Muscle hypotonia
37328,C0026826,Muscle Hypertonia,Muscle Hypertonia
37329,C0026821,Muscle Cramp,Muscle Cramp
37330,C0948266,Latent tetany,Latent tetany
37331,C3665347,Visual Impairment,Visual Impairment
37332,C1096282,Medication residue,Medication residue
37333,C0018418,Gynecomastia,Gynecomastia
37334,C0235280,Ototoxicity,Ototoxicity
37335,C0700200,Presyncope,Presyncope
37336,C0235667,Mastitis acute female,Mastitis acute female
37337,C1320835,Drug fever,Drug fever
